==33730== NVPROF is profiling process 33730, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 8 -c
==33730== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 8 -c
==33730== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.555683,74.231535,640,115.986772,27.435127,244.889228,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.171602,3.345710,5280,0.633657,0.067740,1.576052,"[CUDA memcpy HtoD]"
"GPU activities",3.272714,2.624783,4280,0.613267,0.060989,1.788682,"[CUDA memcpy DtoH]"
"API calls",97.242779,80.213533,80,1002.669161,240.409675,2083.659760,"cudaDeviceSynchronize"
"API calls",1.589584,1.311214,28,46.829083,33.792518,309.069916,"cudaHostAlloc"
"API calls",0.731421,0.603334,1240,0.486559,0.188795,10.060388,"cudaMemcpy"
"API calls",0.321570,0.265257,28,9.473455,8.135842,14.135506,"cudaFreeHost"
"API calls",0.085052,0.070157,8320,0.008432,0.005133,0.620913,"cudaMemcpyAsync"
"API calls",0.016698,0.013774,640,0.021522,0.014592,0.250069,"cudaLaunchKernel"
"API calls",0.006496,0.005358,27,0.198446,0.145224,0.753065,"cudaMalloc"
"API calls",0.003846,0.003173,27,0.117506,0.090806,0.252602,"cudaFree"
"API calls",0.001615,0.001332,192,0.006939,0.000310,0.299068,"cuDeviceGetAttribute"
"API calls",0.000407,0.000336,8,0.041954,0.002507,0.181116,"cudaStreamCreate"
"API calls",0.000274,0.000226,2,0.112950,0.108134,0.117766,"cuDeviceTotalMem"
"API calls",0.000122,0.000101,2,0.050407,0.038916,0.061899,"cuDeviceGetName"
"API calls",0.000097,0.000080,8,0.010033,0.002667,0.057316,"cudaStreamDestroy"
"API calls",0.000028,0.000023,2,0.011611,0.006946,0.016277,"cuDeviceGetPCIBusId"
"API calls",0.000005,0.000004,3,0.001254,0.000501,0.002325,"cuDeviceGetCount"
"API calls",0.000004,0.000003,4,0.000824,0.000345,0.002003,"cuDeviceGet"
"API calls",0.000001,0.000001,2,0.000592,0.000425,0.000760,"cuDeviceGetUuid"
