==32571== NVPROF is profiling process 32571, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 2 -c
==32571== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 2 -c
==32571== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.685079,74.208792,160,463.804950,109.638093,978.445771,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.082757,3.268880,1920,1.702541,0.067421,5.296927,"[CUDA memcpy HtoD]"
"GPU activities",3.232164,2.587849,1400,1.848463,0.060893,4.919921,"[CUDA memcpy DtoH]"
"API calls",97.664266,79.985932,80,999.824152,238.915723,2081.108078,"cudaDeviceSynchronize"
"API calls",1.498220,1.227025,28,43.822327,31.725969,332.106225,"cudaHostAlloc"
"API calls",0.455730,0.373238,1240,0.300998,0.174295,19.447782,"cudaMemcpy"
"API calls",0.344139,0.281846,28,10.065922,9.486859,14.304987,"cudaFreeHost"
"API calls",0.019180,0.015709,2080,0.007552,0.004434,0.085221,"cudaMemcpyAsync"
"API calls",0.006200,0.005078,27,0.188075,0.136244,0.750562,"cudaMalloc"
"API calls",0.005420,0.004439,160,0.027744,0.012090,0.184093,"cudaLaunchKernel"
"API calls",0.004525,0.003706,27,0.137258,0.105856,0.268052,"cudaFree"
"API calls",0.001680,0.001376,192,0.007166,0.000300,0.348918,"cuDeviceGetAttribute"
"API calls",0.000285,0.000233,2,0.116573,0.107593,0.125553,"cuDeviceTotalMem"
"API calls",0.000125,0.000103,2,0.051275,0.037659,0.064892,"cuDeviceGetName"
"API calls",0.000125,0.000102,2,0.051032,0.004082,0.097982,"cudaStreamCreate"
"API calls",0.000063,0.000052,2,0.025767,0.004747,0.046788,"cudaStreamDestroy"
"API calls",0.000024,0.000020,2,0.009924,0.006824,0.013025,"cuDeviceGetPCIBusId"
"API calls",0.000011,0.000009,4,0.002238,0.000333,0.007219,"cuDeviceGet"
"API calls",0.000005,0.000004,3,0.001309,0.000414,0.002438,"cuDeviceGetCount"
"API calls",0.000001,0.000001,2,0.000583,0.000422,0.000745,"cuDeviceGetUuid"
