==963== NVPROF is profiling process 963, command: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 32 -c
==963== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 32 -c
==963== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",81.425320,28.493057,40,712.326434,653.134593,770.702923,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",11.100393,3.884346,1080,3.596616,0.067645,17.237607,"[CUDA memcpy HtoD]"
"GPU activities",7.474286,2.615467,680,3.846275,0.060861,15.637815,"[CUDA memcpy DtoH]"
"API calls",99.266982,36.135760,1760,20.531681,0.244970,785.653084,"cudaMemcpy"
"API calls",0.698117,0.254133,27,9.412322,0.162581,249.464193,"cudaMalloc"
"API calls",0.018031,0.006564,27,0.243096,0.117971,0.658527,"cudaFree"
"API calls",0.010610,0.003862,40,0.096559,0.075269,0.281648,"cudaLaunchKernel"
"API calls",0.003788,0.001379,192,0.007182,0.000300,0.342785,"cuDeviceGetAttribute"
"API calls",0.001346,0.000490,40,0.012246,0.007844,0.034340,"cudaDeviceSynchronize"
"API calls",0.000655,0.000238,2,0.119139,0.108860,0.129419,"cuDeviceTotalMem"
"API calls",0.000305,0.000111,2,0.055449,0.037882,0.073016,"cuDeviceGetName"
"API calls",0.000144,0.000052,2,0.026188,0.017809,0.034567,"cuDeviceGetPCIBusId"
"API calls",0.000011,0.000004,3,0.001348,0.000456,0.002536,"cuDeviceGetCount"
"API calls",0.000009,0.000003,4,0.000800,0.000335,0.001650,"cuDeviceGet"
"API calls",0.000004,0.000001,2,0.000643,0.000446,0.000840,"cuDeviceGetUuid"
