==7512== NVPROF is profiling process 7512, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 16 -c
==7512== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 16 -c
==7512== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.661019,74.235796,760,97.678678,45.192330,122.496912,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.071294,3.261736,6120,0.532963,0.067004,0.791450,"[CUDA memcpy HtoD]"
"GPU activities",3.267687,2.617922,5000,0.523584,0.060861,0.814265,"[CUDA memcpy DtoH]"
"API calls",97.713820,80.166743,80,1002.084293,239.293197,2085.518329,"cudaDeviceSynchronize"
"API calls",1.445540,1.185955,28,42.355549,32.701873,274.330903,"cudaHostAlloc"
"API calls",0.431491,0.354005,1240,0.285488,0.193141,1.625102,"cudaMemcpy"
"API calls",0.302913,0.248517,28,8.875618,8.334278,11.526260,"cudaFreeHost"
"API calls",0.077968,0.063967,9880,0.006474,0.004376,0.678085,"cudaMemcpyAsync"
"API calls",0.015905,0.013049,760,0.017169,0.011357,0.211040,"cudaLaunchKernel"
"API calls",0.005787,0.004748,27,0.175852,0.126224,0.714290,"cudaMalloc"
"API calls",0.004053,0.003325,27,0.123139,0.085775,0.255878,"cudaFree"
"API calls",0.001597,0.001310,192,0.006822,0.000298,0.316104,"cuDeviceGetAttribute"
"API calls",0.000361,0.000296,16,0.018495,0.002358,0.137177,"cudaStreamCreate"
"API calls",0.000273,0.000224,2,0.111921,0.107987,0.115856,"cuDeviceTotalMem"
"API calls",0.000137,0.000112,16,0.007022,0.002126,0.037248,"cudaStreamDestroy"
"API calls",0.000116,0.000095,2,0.047629,0.036289,0.058969,"cuDeviceGetName"
"API calls",0.000031,0.000025,2,0.012532,0.007130,0.017935,"cuDeviceGetPCIBusId"
"API calls",0.000004,0.000003,3,0.001084,0.000429,0.002222,"cuDeviceGetCount"
"API calls",0.000003,0.000003,4,0.000716,0.000310,0.001596,"cuDeviceGet"
"API calls",0.000001,0.000001,2,0.000581,0.000405,0.000758,"cuDeviceGetUuid"
