==1939== NVPROF is profiling process 1939, command: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 256 -c
==1939== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 256 -c
==1939== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",72.449126,18.542760,40,463.568997,408.199331,565.755897,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",15.092181,3.862720,1080,3.576592,0.068125,14.806721,"[CUDA memcpy HtoD]"
"GPU activities",12.458693,3.188700,680,4.689265,0.060893,17.029043,"[CUDA memcpy DtoH]"
"API calls",98.957162,26.812483,1760,15.234365,0.244702,581.047876,"cudaMemcpy"
"API calls",0.993908,0.269300,27,9.974064,0.160155,264.777501,"cudaMalloc"
"API calls",0.022782,0.006173,27,0.228622,0.098134,0.700523,"cudaFree"
"API calls",0.017388,0.004711,40,0.117783,0.085608,0.317942,"cudaLaunchKernel"
"API calls",0.004988,0.001351,192,0.007038,0.000322,0.308156,"cuDeviceGetAttribute"
"API calls",0.002385,0.000646,40,0.016154,0.009133,0.041777,"cudaDeviceSynchronize"
"API calls",0.000890,0.000241,2,0.120619,0.113686,0.127553,"cuDeviceTotalMem"
"API calls",0.000388,0.000105,2,0.052614,0.050175,0.055053,"cuDeviceGetName"
"API calls",0.000078,0.000021,2,0.010570,0.007735,0.013405,"cuDeviceGetPCIBusId"
"API calls",0.000014,0.000004,3,0.001304,0.000384,0.002437,"cuDeviceGetCount"
"API calls",0.000010,0.000003,4,0.000704,0.000355,0.001584,"cuDeviceGet"
"API calls",0.000005,0.000001,2,0.000721,0.000552,0.000891,"cuDeviceGetUuid"
