==9306== NVPROF is profiling process 9306, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 64 -c
==9306== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 64 -c
==9306== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.602200,74.370920,3000,24.790306,1.653808,30.730508,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.114333,3.304314,21800,0.151574,0.011935,0.298514,"[CUDA memcpy HtoD]"
"GPU activities",3.283467,2.637027,18440,0.143005,0.009791,0.522087,"[CUDA memcpy DtoH]"
"API calls",97.415114,80.053582,80,1000.669770,238.550994,2081.813835,"cudaDeviceSynchronize"
"API calls",1.490370,1.224753,28,43.741190,32.146844,326.375632,"cudaHostAlloc"
"API calls",0.440964,0.362374,1240,0.292237,0.173422,5.685325,"cudaMemcpy"
"API calls",0.295889,0.243155,28,8.684108,8.114150,11.157953,"cudaFreeHost"
"API calls",0.288762,0.237298,39000,0.006084,0.004475,0.602443,"cudaMemcpyAsync"
"API calls",0.054918,0.045131,3000,0.015043,0.011541,0.680556,"cudaLaunchKernel"
"API calls",0.006331,0.005203,27,0.192690,0.140878,0.745720,"cudaMalloc"
"API calls",0.003986,0.003276,27,0.121329,0.090608,0.251055,"cudaFree"
"API calls",0.001757,0.001444,192,0.007520,0.000305,0.347648,"cuDeviceGetAttribute"
"API calls",0.001095,0.000900,64,0.014064,0.001685,0.160494,"cudaStreamCreate"
"API calls",0.000335,0.000275,64,0.004302,0.002194,0.043962,"cudaStreamDestroy"
"API calls",0.000291,0.000239,2,0.119437,0.114244,0.124630,"cuDeviceTotalMem"
"API calls",0.000137,0.000113,2,0.056362,0.046674,0.066050,"cuDeviceGetName"
"API calls",0.000032,0.000027,2,0.013282,0.007485,0.019080,"cuDeviceGetPCIBusId"
"API calls",0.000011,0.000009,4,0.002328,0.000326,0.007861,"cuDeviceGet"
"API calls",0.000005,0.000004,3,0.001291,0.000432,0.002312,"cuDeviceGetCount"
"API calls",0.000001,0.000001,2,0.000610,0.000407,0.000813,"cuDeviceGetUuid"
